Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
539874,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,Active,A ,10.00,INE334L01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539875,RSD Finance Limited,RSDFIN,RSD Finance Ltd,Active,X ,5.00,INE616F01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2.00,INE299U01018,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
539883,Pilani Investment And Industries Corporation Limited,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,B ,10.00,INE417C01014,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
539884,Darshan Orna Limited,DARSHANORNA,Darshan Orna Ltd,Active,B ,2.00,INE671T01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
539889,Parag Milk Foods Limited,PARAGMILK,Parag Milk Foods Ltd,Active,B ,10.00,INE883N01014,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,
539894,Madhav Infra Projects Limited,MADHAVIPL,Madhav Infra Projects Ltd,Active,X ,1.00,INE631R01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
539895,Shalimar Agencies Limited,SAGL,Shalimar Agencies Ltd,Active,XT,10.00,INE631E01016,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
539910,Kome-on Communication Limited,KOCL,Kome-On Communication Ltd,Active,XT,10.00,INE833C01012,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
539911,Svarnim Trade Udyog Limited,SNIM,Svarnim Trade Udyog Ltd,Active,XT,10.00,INE730R01042,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,
539917,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Active,B ,1.00,INE454M01024,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,
539921,Shanti Educational Initiatives Limited,SEIL,Shanti Educational Initiatives Ltd,Active,B ,1.00,INE440T01028,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,
539922,Rotographics (India) Limited,RGIL,Rotographics (India) Ltd,Active,XT,10.00,INE364S01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539927,LIKHAMI CONSULTING LIMITED,LIKHAMI,Likhami Consulting Ltd,Active,XT,10.00,INE920T01011,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services,
539938,Medico Intercontinental Limited,MIL,Medico Intercontinental Ltd,Active,X ,10.00,INE858Q01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539939,Yash Chemex Limited,YASHCHEM,Yash Chemex Ltd,Active,B ,10.00,INE571U01010,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,
539940,Max Ventures and Industries Limited,MAXVIL,Max Ventures and Industries Ltd,Active,B ,10.00,INE154U01015,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company,
539945,ICICI Prudential Mutual Fund,ICICINV20,ICICI Prudential Nifty50 Value 20 ETF,Active,B ,10.00,INF109KB1WY5, ,Equity,-,-,-,-,
539946,Bazel International Limited,BAZELINTER,Bazel International Ltd,Active,XT,10.00,INE217E01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
539947,JINDAL LEASEFIN LIMITED,JLL,Jindal Leasefin Ltd,Active,XT,10.00,INE919T01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,
539956,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,Active,X ,10.00,INE524T01011,Airline,Equity,Services,Services,Transport Services,Airline,
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Active,A ,10.00,INE002S01010,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,
539963,Zeal Aqua Limited,ZEAL,Zeal Aqua Ltd,Active,B ,1.00,INE819S01025,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,Active,A ,10.00,INE615P01015,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
539979,DIGJAM LIMITED,DIGJAMLTD,Digjam Ltd,Active,T ,10.00,INE731U01028,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
539980,ICICI Prudential Mutual Fund,ICICIMCAP,ICICI Prudential S&P BSE Midcap Select ETF,Active,B ,10.00,INF109KB1XT3, ,Equity,-,-,-,-,
539982,Advance Syntex Limited,ASYL,Advance Syntex Ltd,Active,B ,10.00,INE184U01012,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
539984,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,Hindusthan Urban Infrastructure Ltd,Active,X ,10.00,INE799B01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,
539985,Titaanium Ten Enterprise Limited,TITAANIUM,Titaanium Ten Enterprise Ltd,Active,M ,10.00,INE120V01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
539986,Commercial Syn Bags Limited,COMSYN,Commercial Syn Bags Ltd,Active,B ,10.00,INE073V01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Confidence Futuristic Energetech Ltd,Active,X ,5.00,INE700F01024,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
539992,LLOYDS STEELS INDUSTRIES LIMITED,LLOYDSTEEL,Lloyds Steels Industries Ltd,Active,A ,1.00,INE093R01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
539997,Kwality Pharmaceuticals Limited,KPL,Kwality Pharmaceuticals Ltd,Active,B ,10.00,INE552U01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
540005,LTIMindtree Limited,LTIM,LTIMindtree Ltd,Active,A ,1.00,INE214T01019,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
540006,EAST WEST HOLDINGS LIMITED,EASTWEST,East West Holdings Ltd,Active,XT,2.00,INE595R01023,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,Aditya Birla Sun Life S&P BSE Sensex ETF,Active,A ,1.00,INF209KB10E8, ,Equity,-,-,-,-,
540023,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,Colorchips New Media Ltd,Active,X ,2.00,INE621I01034,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2.00,INE837H01020,Biotechnology,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,
540026,Ladam Affortable Housing Limited,LAHL,Ladam Affordable Housing Ltd,Active,XT,5.00,INE213U01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,Active,T ,10.00,INE171P01019,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Active,A ,10.00,INE917M01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
540048,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,Active,B ,10.00,INE212I01016,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
540061,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,Active,B ,2.00,INE412U01025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
540062,Golden Crest Education & Services Limited,GOLDENCREST,Golden Crest Education & Services Ltd,Active,X ,10.00,INE222U01010,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,
540063,ECS Biztech Limited,ECS,ECS Biztech Ltd,Active,X ,10.00,INE925Q01024,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
540064,Future Retail Ltd.,FRETAIL,Future Retail Ltd,Active,Z ,2.00,INE752P01024,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Active,A ,10.00,INE976G01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
540066,AMS POLYMERS LIMITED,AMS,AMS Polymers Ltd,Active,XT,10.00,INE345U01019,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
540072,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,Active,M ,10.00,INE191V01015,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,Active,A ,1.00,INE153T01027,Tour- Travel Related Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",
540078,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Active,B ,10.00,INE317V01016,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
540079,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,Active,M ,10.00,INE537U01011,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,
540080,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,Active,T ,10.00,INE715T01023,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
540081,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,Active,B ,10.00,INE860T01019,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media,
540082,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,Active,M ,10.00,INE367U01013,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
540083,TV VISION LIMITED,TVVISION,TV Vision Ltd,Active,T ,10.00,INE871L01013,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
540084,Spicy Entertainment and Media Limited,SPICY,Spicy Entertainment and Media Ltd,Active,MT,10.00,INE592O01019,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
540097,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,Active,XT,10.00,INE890S01018,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
540108,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,Active,X ,10.00,INE864T01011,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2.00,INE010V01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
540124,G N A Axles Limited,GNA,G N A Axles Ltd,Active,B ,10.00,INE934S01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
540125,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,Active,B ,10.00,INE583V01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
540132,Sabrimala Industries India Limited,SIIL,Sabrimala Industries India Ltd,Active,X ,10.00,INE400R01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10.00,INE726G01019,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,Active,X ,10.00,INE818R01011,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
540135,ARC Finance Limited,ARCFIN,ARC Finance Ltd,Active,XT,1.00,INE202R01026,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
540136,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,Active,B ,10.00,INE495S01016,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,
540143,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,Active,X ,10.00,INE184B01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
540144,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,Active,M ,10.00,INE746V01016,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services,
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Active,A ,10.00,INE565V01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
540146,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,Active,M ,10.00,INE427V01013,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,
540147,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,Active,T ,10.00,INE700V01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
540148,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,Active,M ,10.00,INE564V01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
540150,Mewar Hi-Tech Engineering Limited,MHEL,Mewar Hi-Tech Engineering Ltd,Active,MT,10.00,INE957U01011,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
540151,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,Active,M ,10.00,INE942P01013,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10.00,INE913H01037,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
540154,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,Active,A ,10.00,INF194KA1T91, ,Equity,-,-,-,-,
540159,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,Active,X ,10.00,INE905R01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
540168,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,Active,X ,10.00,INE268T01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10.00,INE572E01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
540174,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,Active,XT,10.00,INE298B01010,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
540175,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,Active,X ,10.00,INE964R01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A ,10.00,INE200M01013,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,
540181,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,Active,X ,1.00,INE894E01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
540190,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Active,X ,10.00,INE789R01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
540192,LKP Securities Limited,LKPSEC,LKP Securities Ltd,Active,X ,2.00,INE341H01023,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
540198,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,Active,X ,10.00,INE186R01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
